Feature 	 Val_totalreads 	 Coq_totalreads
PiuraChilensis_v1_contig_10477 	 34 	 19
PiuraChilensis_v1_contig_10478 	 8 	 9
PiuraChilensis_v1_contig_10479 	 8 	 6
PiuraChilensis_v1_contig_1048 	 67 	 50
PiuraChilensis_v1_contig_10480 	 6 	 7
PiuraChilensis_v1_contig_10481 	 1 	 8
PiuraChilensis_v1_contig_10482 	 5 	 4
PiuraChilensis_v1_contig_10483 	 4 	 2
PiuraChilensis_v1_contig_10484 	 1 	 2
PiuraChilensis_v1_contig_10485 	 52 	 33
PiuraChilensis_v1_contig_10486 	 14 	 12
PiuraChilensis_v1_contig_10487 	 7 	 10
PiuraChilensis_v1_contig_10488 	 8 	 6
PiuraChilensis_v1_contig_10489 	 2 	 3
PiuraChilensis_v1_contig_1049 	 7 	 5
PiuraChilensis_v1_contig_10490 	 0 	 5
PiuraChilensis_v1_contig_10491 	 7 	 6
PiuraChilensis_v1_contig_10492 	 2 	 12
PiuraChilensis_v1_contig_10493 	 7 	 7
PiuraChilensis_v1_contig_10494 	 10 	 14
PiuraChilensis_v1_contig_10495 	 2 	 4
PiuraChilensis_v1_contig_10496 	 7 	 8
PiuraChilensis_v1_contig_10497 	 4 	 8
PiuraChilensis_v1_contig_10498 	 8 	 3
PiuraChilensis_v1_contig_10499 	 4 	 11
PiuraChilensis_v1_contig_105 	 178 	 147
PiuraChilensis_v1_contig_1050 	 10 	 14
PiuraChilensis_v1_contig_10500 	 3 	 7
PiuraChilensis_v1_contig_10501 	 1 	 1
PiuraChilensis_v1_contig_10502 	 0 	 4
PiuraChilensis_v1_contig_10503 	 3 	 6
PiuraChilensis_v1_contig_10504 	 3 	 2
PiuraChilensis_v1_contig_10505 	 2 	 4
PiuraChilensis_v1_contig_10506 	 18 	 49
PiuraChilensis_v1_contig_10507 	 9 	 9
PiuraChilensis_v1_contig_10508 	 3 	 3
PiuraChilensis_v1_contig_10509 	 2 	 7
PiuraChilensis_v1_contig_1051 	 153 	 92
PiuraChilensis_v1_contig_10510 	 7 	 9
PiuraChilensis_v1_contig_10511 	 13 	 6
PiuraChilensis_v1_contig_10512 	 4 	 4
PiuraChilensis_v1_contig_10513 	 10 	 16
PiuraChilensis_v1_contig_10514 	 10 	 10
PiuraChilensis_v1_contig_10515 	 4 	 4
PiuraChilensis_v1_contig_10516 	 4 	 4
PiuraChilensis_v1_contig_10517 	 2 	 3
PiuraChilensis_v1_contig_10518 	 14 	 5
PiuraChilensis_v1_contig_10519 	 0 	 4
PiuraChilensis_v1_contig_1052 	 5 	 5
PiuraChilensis_v1_contig_10520 	 8 	 9
PiuraChilensis_v1_contig_10521 	 6 	 9
PiuraChilensis_v1_contig_10522 	 2 	 1
PiuraChilensis_v1_contig_10523 	 5 	 9
PiuraChilensis_v1_contig_10524 	 3 	 4
PiuraChilensis_v1_contig_10525 	 6 	 12
PiuraChilensis_v1_contig_10526 	 0 	 4
PiuraChilensis_v1_contig_10527 	 3 	 8
PiuraChilensis_v1_contig_10528 	 2 	 9
PiuraChilensis_v1_contig_10529 	 3 	 1
PiuraChilensis_v1_contig_1053 	 25 	 43
PiuraChilensis_v1_contig_10530 	 12 	 13
PiuraChilensis_v1_contig_10531 	 0 	 4
PiuraChilensis_v1_contig_10532 	 7 	 21
PiuraChilensis_v1_contig_10533 	 3 	 10
PiuraChilensis_v1_contig_10534 	 9 	 12
PiuraChilensis_v1_contig_10535 	 4 	 2
PiuraChilensis_v1_contig_10536 	 4 	 5
PiuraChilensis_v1_contig_10537 	 2 	 10
PiuraChilensis_v1_contig_10538 	 7 	 8
PiuraChilensis_v1_contig_10539 	 6 	 5
PiuraChilensis_v1_contig_1054 	 139 	 443
PiuraChilensis_v1_contig_10540 	 11 	 10
PiuraChilensis_v1_contig_10541 	 3 	 5
PiuraChilensis_v1_contig_10542 	 1 	 0
PiuraChilensis_v1_contig_10543 	 21 	 28
PiuraChilensis_v1_contig_10544 	 2 	 7
PiuraChilensis_v1_contig_10545 	 3 	 6
PiuraChilensis_v1_contig_10546 	 2 	 12
PiuraChilensis_v1_contig_10547 	 5 	 10
PiuraChilensis_v1_contig_10548 	 5 	 5
PiuraChilensis_v1_contig_10549 	 2 	 3
PiuraChilensis_v1_contig_1055 	 63 	 64
PiuraChilensis_v1_contig_10550 	 13 	 3
PiuraChilensis_v1_contig_10551 	 9 	 5
PiuraChilensis_v1_contig_10552 	 2 	 0
PiuraChilensis_v1_contig_10553 	 1 	 3
PiuraChilensis_v1_contig_10554 	 14 	 3
PiuraChilensis_v1_contig_10555 	 4 	 0
PiuraChilensis_v1_contig_10556 	 5 	 6
PiuraChilensis_v1_contig_10557 	 5 	 10
PiuraChilensis_v1_contig_10558 	 5 	 9
PiuraChilensis_v1_contig_10559 	 9 	 4
PiuraChilensis_v1_contig_1056 	 2 	 8
PiuraChilensis_v1_contig_10560 	 0 	 6
PiuraChilensis_v1_contig_10561 	 3 	 4
PiuraChilensis_v1_contig_10562 	 2 	 5
PiuraChilensis_v1_contig_10563 	 13 	 14
PiuraChilensis_v1_contig_10564 	 40 	 5
PiuraChilensis_v1_contig_10565 	 4 	 6
PiuraChilensis_v1_contig_10566 	 3 	 1
PiuraChilensis_v1_contig_10567 	 3 	 5
PiuraChilensis_v1_contig_10568 	 5 	 11
PiuraChilensis_v1_contig_10569 	 10 	 3
PiuraChilensis_v1_contig_1057 	 86 	 120
PiuraChilensis_v1_contig_10570 	 5 	 7
PiuraChilensis_v1_contig_10571 	 26 	 4
PiuraChilensis_v1_contig_10572 	 9 	 8
PiuraChilensis_v1_contig_10573 	 6 	 13
PiuraChilensis_v1_contig_10574 	 4 	 5
PiuraChilensis_v1_contig_10575 	 12 	 12
PiuraChilensis_v1_contig_10576 	 8 	 9
PiuraChilensis_v1_contig_10577 	 4 	 6
PiuraChilensis_v1_contig_10578 	 8 	 13
PiuraChilensis_v1_contig_10579 	 0 	 4
PiuraChilensis_v1_contig_1058 	 63 	 45
PiuraChilensis_v1_contig_10580 	 2 	 5
PiuraChilensis_v1_contig_10581 	 19 	 15
PiuraChilensis_v1_contig_10582 	 2 	 4
PiuraChilensis_v1_contig_10583 	 20 	 8
PiuraChilensis_v1_contig_10584 	 11 	 6
PiuraChilensis_v1_contig_10585 	 2 	 6
PiuraChilensis_v1_contig_10586 	 13 	 7
PiuraChilensis_v1_contig_10587 	 7 	 15
PiuraChilensis_v1_contig_10588 	 13 	 1
PiuraChilensis_v1_contig_10589 	 10 	 3
PiuraChilensis_v1_contig_1059 	 65 	 41
PiuraChilensis_v1_contig_10590 	 5 	 4
PiuraChilensis_v1_contig_10591 	 3 	 3
PiuraChilensis_v1_contig_10592 	 4 	 5
PiuraChilensis_v1_contig_10593 	 4 	 4
PiuraChilensis_v1_contig_10594 	 13 	 11
PiuraChilensis_v1_contig_10595 	 19 	 15
PiuraChilensis_v1_contig_10596 	 2 	 2
PiuraChilensis_v1_contig_10597 	 6 	 5
PiuraChilensis_v1_contig_10598 	 30 	 30
PiuraChilensis_v1_contig_10599 	 10 	 12
PiuraChilensis_v1_contig_106 	 1244 	 791
PiuraChilensis_v1_contig_1060 	 10 	 23
PiuraChilensis_v1_contig_10600 	 0 	 3
PiuraChilensis_v1_contig_10601 	 32 	 5
PiuraChilensis_v1_contig_10602 	 1 	 4
PiuraChilensis_v1_contig_10603 	 1 	 5
PiuraChilensis_v1_contig_10604 	 7 	 3
PiuraChilensis_v1_contig_10605 	 5 	 6
PiuraChilensis_v1_contig_10606 	 8 	 21
PiuraChilensis_v1_contig_10607 	 3 	 3
PiuraChilensis_v1_contig_10608 	 4 	 2
PiuraChilensis_v1_contig_10609 	 4 	 5
PiuraChilensis_v1_contig_1061 	 1 	 2
PiuraChilensis_v1_contig_10610 	 6 	 7
PiuraChilensis_v1_contig_10611 	 4 	 4
PiuraChilensis_v1_contig_10612 	 3 	 5
PiuraChilensis_v1_contig_10613 	 3 	 4
PiuraChilensis_v1_contig_10614 	 6 	 3
PiuraChilensis_v1_contig_10615 	 1 	 0
PiuraChilensis_v1_contig_10616 	 2 	 1
PiuraChilensis_v1_contig_10617 	 17 	 3
PiuraChilensis_v1_contig_10618 	 4 	 3
PiuraChilensis_v1_contig_10619 	 5 	 10
PiuraChilensis_v1_contig_1062 	 190 	 172
PiuraChilensis_v1_contig_10620 	 6 	 3
PiuraChilensis_v1_contig_10621 	 12 	 6
PiuraChilensis_v1_contig_10622 	 3 	 0
PiuraChilensis_v1_contig_10623 	 9 	 8
PiuraChilensis_v1_contig_10624 	 3 	 5
PiuraChilensis_v1_contig_10625 	 0 	 7
PiuraChilensis_v1_contig_10626 	 1 	 4
PiuraChilensis_v1_contig_10627 	 3 	 5
PiuraChilensis_v1_contig_10628 	 14 	 5
PiuraChilensis_v1_contig_10629 	 30 	 10
PiuraChilensis_v1_contig_1063 	 19 	 33
PiuraChilensis_v1_contig_10630 	 0 	 1
PiuraChilensis_v1_contig_10631 	 5 	 7
PiuraChilensis_v1_contig_10632 	 2 	 4
PiuraChilensis_v1_contig_10633 	 3 	 13
PiuraChilensis_v1_contig_10634 	 6 	 4
PiuraChilensis_v1_contig_10635 	 15 	 24
PiuraChilensis_v1_contig_10636 	 0 	 3
PiuraChilensis_v1_contig_10637 	 13 	 7
PiuraChilensis_v1_contig_10638 	 2 	 3
PiuraChilensis_v1_contig_10639 	 1 	 4
PiuraChilensis_v1_contig_1064 	 31 	 28
PiuraChilensis_v1_contig_10640 	 0 	 7
PiuraChilensis_v1_contig_10641 	 17 	 19
PiuraChilensis_v1_contig_10642 	 35 	 12
PiuraChilensis_v1_contig_10643 	 2 	 5
PiuraChilensis_v1_contig_10644 	 14 	 11
PiuraChilensis_v1_contig_10645 	 17 	 11
PiuraChilensis_v1_contig_10646 	 1 	 5
PiuraChilensis_v1_contig_10647 	 3 	 11
PiuraChilensis_v1_contig_10648 	 5 	 2
PiuraChilensis_v1_contig_10649 	 4 	 0
PiuraChilensis_v1_contig_1065 	 59 	 21
PiuraChilensis_v1_contig_10650 	 2 	 2
PiuraChilensis_v1_contig_10651 	 3 	 8
PiuraChilensis_v1_contig_10652 	 2 	 2
PiuraChilensis_v1_contig_10653 	 1 	 11
PiuraChilensis_v1_contig_10654 	 2 	 6
PiuraChilensis_v1_contig_10655 	 3 	 7
PiuraChilensis_v1_contig_10656 	 13 	 9
PiuraChilensis_v1_contig_10657 	 17 	 10
PiuraChilensis_v1_contig_10658 	 3 	 3
PiuraChilensis_v1_contig_10659 	 5 	 9
PiuraChilensis_v1_contig_1066 	 12 	 9
PiuraChilensis_v1_contig_10660 	 3 	 2
PiuraChilensis_v1_contig_10661 	 5 	 3
PiuraChilensis_v1_contig_10662 	 14 	 5
PiuraChilensis_v1_contig_10663 	 2 	 6
PiuraChilensis_v1_contig_10664 	 31 	 4
PiuraChilensis_v1_contig_10665 	 11 	 11
PiuraChilensis_v1_contig_10666 	 27 	 23
PiuraChilensis_v1_contig_10667 	 15 	 15
PiuraChilensis_v1_contig_10668 	 5 	 8
PiuraChilensis_v1_contig_10669 	 0 	 2
PiuraChilensis_v1_contig_1067 	 20 	 23
PiuraChilensis_v1_contig_10670 	 3 	 5
PiuraChilensis_v1_contig_10671 	 5 	 16
PiuraChilensis_v1_contig_10672 	 5 	 18
PiuraChilensis_v1_contig_10673 	 3 	 7
PiuraChilensis_v1_contig_10674 	 7 	 6
PiuraChilensis_v1_contig_10675 	 14 	 8
PiuraChilensis_v1_contig_10676 	 3 	 13
PiuraChilensis_v1_contig_10677 	 0 	 2
PiuraChilensis_v1_contig_10678 	 3 	 10
PiuraChilensis_v1_contig_10679 	 5 	 5
PiuraChilensis_v1_contig_1068 	 90 	 69
PiuraChilensis_v1_contig_10680 	 3 	 3
PiuraChilensis_v1_contig_10681 	 2 	 4
PiuraChilensis_v1_contig_10682 	 24 	 28
PiuraChilensis_v1_contig_10683 	 12 	 12
PiuraChilensis_v1_contig_10684 	 15 	 6
PiuraChilensis_v1_contig_10685 	 6 	 7
PiuraChilensis_v1_contig_10686 	 2 	 2
PiuraChilensis_v1_contig_10687 	 5 	 4
PiuraChilensis_v1_contig_10688 	 21 	 19
PiuraChilensis_v1_contig_10689 	 3 	 1
PiuraChilensis_v1_contig_1069 	 15 	 27
PiuraChilensis_v1_contig_10690 	 0 	 15
PiuraChilensis_v1_contig_10691 	 33 	 29
PiuraChilensis_v1_contig_10692 	 3 	 11
PiuraChilensis_v1_contig_10693 	 1 	 0
PiuraChilensis_v1_contig_10694 	 2 	 4
PiuraChilensis_v1_contig_10695 	 2 	 4
PiuraChilensis_v1_contig_10696 	 3 	 6
PiuraChilensis_v1_contig_10697 	 3 	 3
PiuraChilensis_v1_contig_10698 	 3 	 5
PiuraChilensis_v1_contig_10699 	 7 	 15
PiuraChilensis_v1_contig_107 	 12 	 292
PiuraChilensis_v1_contig_1070 	 246 	 114
PiuraChilensis_v1_contig_10700 	 14 	 5
PiuraChilensis_v1_contig_10701 	 1 	 3
PiuraChilensis_v1_contig_10702 	 5 	 4
PiuraChilensis_v1_contig_10703 	 0 	 3
PiuraChilensis_v1_contig_10704 	 1 	 6
PiuraChilensis_v1_contig_10705 	 2 	 7
PiuraChilensis_v1_contig_10706 	 4 	 3
PiuraChilensis_v1_contig_10707 	 7 	 5
PiuraChilensis_v1_contig_10708 	 18 	 20
PiuraChilensis_v1_contig_10709 	 6 	 3
PiuraChilensis_v1_contig_1071 	 0 	 1
PiuraChilensis_v1_contig_10710 	 1 	 1
PiuraChilensis_v1_contig_10711 	 15 	 6
PiuraChilensis_v1_contig_10712 	 5 	 5
PiuraChilensis_v1_contig_10713 	 10 	 7
PiuraChilensis_v1_contig_10714 	 7 	 2
PiuraChilensis_v1_contig_10715 	 5 	 4
PiuraChilensis_v1_contig_10716 	 24 	 27
PiuraChilensis_v1_contig_10717 	 19 	 12
PiuraChilensis_v1_contig_10718 	 3 	 5
PiuraChilensis_v1_contig_10719 	 2 	 6
PiuraChilensis_v1_contig_1072 	 8 	 4
PiuraChilensis_v1_contig_10720 	 19 	 20
PiuraChilensis_v1_contig_10721 	 3 	 3
PiuraChilensis_v1_contig_10722 	 12 	 7
PiuraChilensis_v1_contig_10723 	 3 	 7
PiuraChilensis_v1_contig_10724 	 1 	 6
PiuraChilensis_v1_contig_10725 	 2 	 3
PiuraChilensis_v1_contig_10726 	 11 	 22
PiuraChilensis_v1_contig_10727 	 2 	 5
PiuraChilensis_v1_contig_10728 	 8 	 1
PiuraChilensis_v1_contig_10729 	 3 	 4
PiuraChilensis_v1_contig_1073 	 31 	 23
PiuraChilensis_v1_contig_10730 	 1 	 5
PiuraChilensis_v1_contig_10731 	 6 	 3
PiuraChilensis_v1_contig_10732 	 10 	 7
PiuraChilensis_v1_contig_10733 	 1 	 3
PiuraChilensis_v1_contig_10734 	 1 	 7
PiuraChilensis_v1_contig_10735 	 5 	 2
PiuraChilensis_v1_contig_10736 	 3 	 4
PiuraChilensis_v1_contig_10737 	 7 	 13
PiuraChilensis_v1_contig_10738 	 3 	 3
PiuraChilensis_v1_contig_10739 	 6 	 12
PiuraChilensis_v1_contig_1074 	 19 	 18
PiuraChilensis_v1_contig_10740 	 2 	 9
PiuraChilensis_v1_contig_10741 	 25 	 14
PiuraChilensis_v1_contig_10742 	 4 	 12
PiuraChilensis_v1_contig_10743 	 10 	 13
PiuraChilensis_v1_contig_10744 	 9 	 9
PiuraChilensis_v1_contig_10745 	 4 	 9
PiuraChilensis_v1_contig_10746 	 2 	 4
PiuraChilensis_v1_contig_10747 	 7 	 11
PiuraChilensis_v1_contig_10748 	 2 	 2
PiuraChilensis_v1_contig_10749 	 2 	 3
PiuraChilensis_v1_contig_1075 	 3 	 2
PiuraChilensis_v1_contig_10750 	 6 	 3
PiuraChilensis_v1_contig_10751 	 3 	 5
PiuraChilensis_v1_contig_10752 	 36 	 9
PiuraChilensis_v1_contig_10753 	 0 	 3
PiuraChilensis_v1_contig_10754 	 8 	 5
PiuraChilensis_v1_contig_10755 	 4 	 7
PiuraChilensis_v1_contig_10756 	 8 	 9
PiuraChilensis_v1_contig_10757 	 5 	 10
PiuraChilensis_v1_contig_10758 	 3 	 2
PiuraChilensis_v1_contig_10759 	 0 	 2
PiuraChilensis_v1_contig_1076 	 238 	 113
PiuraChilensis_v1_contig_10760 	 1 	 5
PiuraChilensis_v1_contig_10761 	 4 	 5
PiuraChilensis_v1_contig_10762 	 11 	 20
PiuraChilensis_v1_contig_10763 	 18 	 10
PiuraChilensis_v1_contig_10764 	 16 	 14
PiuraChilensis_v1_contig_10765 	 23 	 22
PiuraChilensis_v1_contig_10766 	 1 	 6
PiuraChilensis_v1_contig_10767 	 1 	 8
PiuraChilensis_v1_contig_10768 	 9 	 12
PiuraChilensis_v1_contig_10769 	 5 	 15
PiuraChilensis_v1_contig_1077 	 29 	 120
PiuraChilensis_v1_contig_10770 	 11 	 14
PiuraChilensis_v1_contig_10771 	 3 	 3
PiuraChilensis_v1_contig_10772 	 11 	 11
PiuraChilensis_v1_contig_10773 	 2 	 8
PiuraChilensis_v1_contig_10774 	 7 	 2
PiuraChilensis_v1_contig_10775 	 8 	 10
PiuraChilensis_v1_contig_10776 	 2 	 6
PiuraChilensis_v1_contig_10777 	 27 	 24
PiuraChilensis_v1_contig_10778 	 1 	 12
PiuraChilensis_v1_contig_10779 	 3 	 9
PiuraChilensis_v1_contig_1078 	 19 	 42
PiuraChilensis_v1_contig_10780 	 9 	 7
PiuraChilensis_v1_contig_10781 	 20 	 13
PiuraChilensis_v1_contig_10782 	 4 	 9
PiuraChilensis_v1_contig_10783 	 5 	 6
PiuraChilensis_v1_contig_10784 	 3 	 2
PiuraChilensis_v1_contig_10785 	 7 	 6
PiuraChilensis_v1_contig_10786 	 2 	 9
PiuraChilensis_v1_contig_10787 	 2 	 7
PiuraChilensis_v1_contig_10788 	 6 	 4
PiuraChilensis_v1_contig_10789 	 3 	 2
PiuraChilensis_v1_contig_1079 	 71 	 11
PiuraChilensis_v1_contig_10790 	 6 	 4
PiuraChilensis_v1_contig_10791 	 4 	 11
PiuraChilensis_v1_contig_10792 	 6 	 5
PiuraChilensis_v1_contig_10793 	 5 	 1
PiuraChilensis_v1_contig_10794 	 9 	 2
PiuraChilensis_v1_contig_10795 	 14 	 10
PiuraChilensis_v1_contig_10796 	 3 	 7
PiuraChilensis_v1_contig_10797 	 4 	 4
PiuraChilensis_v1_contig_10798 	 3 	 3
PiuraChilensis_v1_contig_10799 	 2 	 6
PiuraChilensis_v1_contig_108 	 132 	 183
PiuraChilensis_v1_contig_1080 	 21 	 91
PiuraChilensis_v1_contig_10800 	 2 	 1
PiuraChilensis_v1_contig_10801 	 0 	 5
PiuraChilensis_v1_contig_10802 	 3 	 2
PiuraChilensis_v1_contig_10803 	 6 	 3
PiuraChilensis_v1_contig_10804 	 9 	 8
PiuraChilensis_v1_contig_10805 	 4 	 13
PiuraChilensis_v1_contig_10806 	 2 	 2
PiuraChilensis_v1_contig_10807 	 4 	 11
PiuraChilensis_v1_contig_10808 	 32 	 15
PiuraChilensis_v1_contig_10809 	 18 	 9
PiuraChilensis_v1_contig_1081 	 25 	 25
PiuraChilensis_v1_contig_10810 	 2 	 5
PiuraChilensis_v1_contig_10811 	 4 	 1
PiuraChilensis_v1_contig_10812 	 3 	 1
PiuraChilensis_v1_contig_10813 	 8 	 8
PiuraChilensis_v1_contig_10814 	 15 	 10
PiuraChilensis_v1_contig_10815 	 6 	 12
PiuraChilensis_v1_contig_10816 	 1 	 2
PiuraChilensis_v1_contig_10817 	 0 	 3
PiuraChilensis_v1_contig_10818 	 5 	 8
PiuraChilensis_v1_contig_10819 	 22 	 0
PiuraChilensis_v1_contig_1082 	 10 	 20
PiuraChilensis_v1_contig_10820 	 4 	 2
PiuraChilensis_v1_contig_10821 	 3 	 5
PiuraChilensis_v1_contig_10822 	 0 	 5
PiuraChilensis_v1_contig_10823 	 6 	 11
PiuraChilensis_v1_contig_10824 	 37 	 25
PiuraChilensis_v1_contig_10825 	 2 	 0
PiuraChilensis_v1_contig_10826 	 23 	 5
PiuraChilensis_v1_contig_10827 	 4 	 4
PiuraChilensis_v1_contig_10828 	 6 	 7
PiuraChilensis_v1_contig_10829 	 14 	 11
PiuraChilensis_v1_contig_1083 	 5 	 10
PiuraChilensis_v1_contig_10830 	 64 	 141
PiuraChilensis_v1_contig_10831 	 0 	 3
PiuraChilensis_v1_contig_10832 	 15 	 6
PiuraChilensis_v1_contig_10833 	 18 	 7
PiuraChilensis_v1_contig_10834 	 4 	 6
PiuraChilensis_v1_contig_10835 	 1 	 3
PiuraChilensis_v1_contig_10836 	 10 	 12
PiuraChilensis_v1_contig_10837 	 4 	 2
PiuraChilensis_v1_contig_10838 	 1 	 2
PiuraChilensis_v1_contig_10839 	 11 	 15
PiuraChilensis_v1_contig_1084 	 1 	 2
PiuraChilensis_v1_contig_10840 	 15 	 10
PiuraChilensis_v1_contig_10841 	 6 	 8
PiuraChilensis_v1_contig_10842 	 2 	 4
PiuraChilensis_v1_contig_10843 	 8 	 7
PiuraChilensis_v1_contig_10844 	 6 	 3
PiuraChilensis_v1_contig_10845 	 4 	 1
PiuraChilensis_v1_contig_10846 	 0 	 4
PiuraChilensis_v1_contig_10847 	 2 	 4
PiuraChilensis_v1_contig_10848 	 3 	 3
PiuraChilensis_v1_contig_10849 	 9 	 5
PiuraChilensis_v1_contig_1085 	 10 	 10
PiuraChilensis_v1_contig_10850 	 3 	 3
PiuraChilensis_v1_contig_10851 	 14 	 18
PiuraChilensis_v1_contig_10852 	 3 	 1
PiuraChilensis_v1_contig_10853 	 2 	 4
PiuraChilensis_v1_contig_10854 	 0 	 3
PiuraChilensis_v1_contig_10855 	 46 	 9
PiuraChilensis_v1_contig_10856 	 4 	 5
PiuraChilensis_v1_contig_10857 	 3 	 4
PiuraChilensis_v1_contig_10858 	 2 	 3
PiuraChilensis_v1_contig_10859 	 0 	 3
PiuraChilensis_v1_contig_1086 	 47 	 47
PiuraChilensis_v1_contig_10860 	 4 	 3
PiuraChilensis_v1_contig_10861 	 12 	 11
PiuraChilensis_v1_contig_10862 	 9 	 15
PiuraChilensis_v1_contig_10863 	 7 	 3
PiuraChilensis_v1_contig_10864 	 0 	 4
PiuraChilensis_v1_contig_10865 	 24 	 6
PiuraChilensis_v1_contig_10866 	 3 	 7
PiuraChilensis_v1_contig_10867 	 2 	 5
PiuraChilensis_v1_contig_10868 	 3 	 5
PiuraChilensis_v1_contig_10869 	 1 	 2
PiuraChilensis_v1_contig_1087 	 4 	 2
PiuraChilensis_v1_contig_10870 	 10 	 7
PiuraChilensis_v1_contig_10871 	 3 	 10
PiuraChilensis_v1_contig_10872 	 4 	 1
PiuraChilensis_v1_contig_10873 	 26 	 2
PiuraChilensis_v1_contig_10874 	 6 	 2
PiuraChilensis_v1_contig_10875 	 15 	 12
PiuraChilensis_v1_contig_10876 	 2 	 5
PiuraChilensis_v1_contig_10877 	 9 	 5
PiuraChilensis_v1_contig_10878 	 19 	 13
PiuraChilensis_v1_contig_10879 	 7 	 12
PiuraChilensis_v1_contig_1088 	 253 	 157
PiuraChilensis_v1_contig_10880 	 2 	 1
PiuraChilensis_v1_contig_10881 	 3 	 9
PiuraChilensis_v1_contig_10882 	 2 	 7
PiuraChilensis_v1_contig_10883 	 3 	 3
PiuraChilensis_v1_contig_10884 	 4 	 1
PiuraChilensis_v1_contig_10885 	 0 	 4
PiuraChilensis_v1_contig_10886 	 4 	 0
PiuraChilensis_v1_contig_10887 	 5 	 5
PiuraChilensis_v1_contig_10888 	 38 	 17
PiuraChilensis_v1_contig_10889 	 7 	 8
PiuraChilensis_v1_contig_1089 	 16 	 19
PiuraChilensis_v1_contig_10890 	 4 	 8
PiuraChilensis_v1_contig_10891 	 0 	 3
PiuraChilensis_v1_contig_10892 	 6 	 2
PiuraChilensis_v1_contig_10893 	 1 	 4
PiuraChilensis_v1_contig_10894 	 2 	 4
PiuraChilensis_v1_contig_10895 	 6 	 4
PiuraChilensis_v1_contig_10896 	 6 	 12
PiuraChilensis_v1_contig_10897 	 2 	 5
PiuraChilensis_v1_contig_10898 	 7 	 5
PiuraChilensis_v1_contig_10899 	 6 	 15
PiuraChilensis_v1_contig_109 	 63 	 96
PiuraChilensis_v1_contig_1090 	 24 	 24
PiuraChilensis_v1_contig_10900 	 5 	 6
PiuraChilensis_v1_contig_10901 	 0 	 2
PiuraChilensis_v1_contig_10902 	 14 	 9
PiuraChilensis_v1_contig_10903 	 2 	 3
PiuraChilensis_v1_contig_10904 	 3 	 3
PiuraChilensis_v1_contig_10905 	 0 	 4
PiuraChilensis_v1_contig_10906 	 5 	 10
PiuraChilensis_v1_contig_10907 	 7 	 4
PiuraChilensis_v1_contig_10908 	 54 	 12
PiuraChilensis_v1_contig_10909 	 9 	 6
PiuraChilensis_v1_contig_1091 	 2 	 3
PiuraChilensis_v1_contig_10910 	 2 	 8
PiuraChilensis_v1_contig_10911 	 27 	 7
PiuraChilensis_v1_contig_10912 	 18 	 2
PiuraChilensis_v1_contig_10913 	 1 	 5
PiuraChilensis_v1_contig_10914 	 3 	 1
PiuraChilensis_v1_contig_10915 	 1 	 1
PiuraChilensis_v1_contig_10916 	 3 	 5
PiuraChilensis_v1_contig_10917 	 16 	 5
PiuraChilensis_v1_contig_10918 	 4 	 3
PiuraChilensis_v1_contig_10919 	 4 	 2
PiuraChilensis_v1_contig_1092 	 2 	 0
PiuraChilensis_v1_contig_10920 	 2 	 3
PiuraChilensis_v1_contig_10921 	 10 	 7
PiuraChilensis_v1_contig_10922 	 13 	 7
PiuraChilensis_v1_contig_10923 	 3 	 9
PiuraChilensis_v1_contig_10924 	 4 	 4
PiuraChilensis_v1_contig_10925 	 2 	 2
PiuraChilensis_v1_contig_10926 	 0 	 3
PiuraChilensis_v1_contig_10927 	 5 	 10
PiuraChilensis_v1_contig_10928 	 3 	 4
PiuraChilensis_v1_contig_10929 	 1 	 11
PiuraChilensis_v1_contig_1093 	 27 	 16
PiuraChilensis_v1_contig_10930 	 2 	 10
PiuraChilensis_v1_contig_10931 	 5 	 5
PiuraChilensis_v1_contig_10932 	 3 	 3
PiuraChilensis_v1_contig_10933 	 5 	 0
PiuraChilensis_v1_contig_10934 	 9 	 9
PiuraChilensis_v1_contig_10935 	 0 	 4
PiuraChilensis_v1_contig_10936 	 5 	 6
PiuraChilensis_v1_contig_10937 	 12 	 10
PiuraChilensis_v1_contig_10938 	 2 	 0
PiuraChilensis_v1_contig_10939 	 2 	 5
PiuraChilensis_v1_contig_1094 	 227 	 141
PiuraChilensis_v1_contig_10940 	 10 	 4
PiuraChilensis_v1_contig_10941 	 5 	 2
PiuraChilensis_v1_contig_10942 	 7 	 7
PiuraChilensis_v1_contig_10943 	 1 	 3
PiuraChilensis_v1_contig_10944 	 3 	 9
PiuraChilensis_v1_contig_10945 	 4 	 1
PiuraChilensis_v1_contig_10946 	 1 	 1
PiuraChilensis_v1_contig_10947 	 19 	 19
PiuraChilensis_v1_contig_10948 	 7 	 4
PiuraChilensis_v1_contig_10949 	 6 	 7
PiuraChilensis_v1_contig_1095 	 1 	 0
PiuraChilensis_v1_contig_10950 	 4 	 10
PiuraChilensis_v1_contig_10951 	 3 	 3
PiuraChilensis_v1_contig_10952 	 4 	 11
PiuraChilensis_v1_contig_10953 	 16 	 25
PiuraChilensis_v1_contig_10954 	 11 	 8
PiuraChilensis_v1_contig_10955 	 3 	 8
PiuraChilensis_v1_contig_10956 	 7 	 14
PiuraChilensis_v1_contig_10957 	 12 	 7
PiuraChilensis_v1_contig_10958 	 2 	 6
PiuraChilensis_v1_contig_10959 	 6 	 2
PiuraChilensis_v1_contig_1096 	 5 	 8
