Feature 	 Val_totalreads 	 Coq_totalreads
PiuraChilensis_v1_contig_6255 	 6 	 8
PiuraChilensis_v1_contig_6256 	 20 	 17
PiuraChilensis_v1_contig_6257 	 20 	 22
PiuraChilensis_v1_contig_6258 	 0 	 2
PiuraChilensis_v1_contig_6259 	 4 	 7
PiuraChilensis_v1_contig_626 	 185 	 211
PiuraChilensis_v1_contig_6260 	 1 	 3
PiuraChilensis_v1_contig_6261 	 21 	 11
PiuraChilensis_v1_contig_6262 	 5 	 4
PiuraChilensis_v1_contig_6263 	 51 	 33
PiuraChilensis_v1_contig_6264 	 6 	 10
PiuraChilensis_v1_contig_6265 	 40 	 27
PiuraChilensis_v1_contig_6266 	 22 	 25
PiuraChilensis_v1_contig_6267 	 18 	 11
PiuraChilensis_v1_contig_6268 	 4 	 6
PiuraChilensis_v1_contig_6269 	 5 	 21
PiuraChilensis_v1_contig_627 	 7 	 10
PiuraChilensis_v1_contig_6270 	 13 	 6
PiuraChilensis_v1_contig_6271 	 6 	 4
PiuraChilensis_v1_contig_6272 	 18 	 16
PiuraChilensis_v1_contig_6273 	 4 	 6
PiuraChilensis_v1_contig_6274 	 30 	 27
PiuraChilensis_v1_contig_6275 	 20 	 33
PiuraChilensis_v1_contig_6276 	 4 	 5
PiuraChilensis_v1_contig_6277 	 26 	 32
PiuraChilensis_v1_contig_6278 	 18 	 25
PiuraChilensis_v1_contig_6279 	 7 	 15
PiuraChilensis_v1_contig_628 	 24 	 29
PiuraChilensis_v1_contig_6280 	 4 	 4
PiuraChilensis_v1_contig_6281 	 6 	 20
PiuraChilensis_v1_contig_6282 	 37 	 29
PiuraChilensis_v1_contig_6283 	 4 	 9
PiuraChilensis_v1_contig_6284 	 5 	 3
PiuraChilensis_v1_contig_6285 	 23 	 22
PiuraChilensis_v1_contig_6286 	 4 	 9
PiuraChilensis_v1_contig_6287 	 21 	 36
PiuraChilensis_v1_contig_6288 	 7 	 7
PiuraChilensis_v1_contig_6289 	 4 	 8
PiuraChilensis_v1_contig_629 	 3 	 3
PiuraChilensis_v1_contig_6290 	 2 	 4
PiuraChilensis_v1_contig_6291 	 5 	 10
PiuraChilensis_v1_contig_6292 	 7 	 6
PiuraChilensis_v1_contig_6293 	 14 	 10
PiuraChilensis_v1_contig_6294 	 8 	 1
PiuraChilensis_v1_contig_6295 	 10 	 9
PiuraChilensis_v1_contig_6296 	 11 	 11
PiuraChilensis_v1_contig_6297 	 51 	 56
PiuraChilensis_v1_contig_6298 	 41 	 84
PiuraChilensis_v1_contig_6299 	 3 	 0
PiuraChilensis_v1_contig_63 	 89 	 112
PiuraChilensis_v1_contig_630 	 38 	 32
PiuraChilensis_v1_contig_6300 	 4 	 3
PiuraChilensis_v1_contig_6301 	 14 	 18
PiuraChilensis_v1_contig_6302 	 46 	 24
PiuraChilensis_v1_contig_6303 	 6 	 6
PiuraChilensis_v1_contig_6304 	 38 	 8
PiuraChilensis_v1_contig_6305 	 14 	 7
PiuraChilensis_v1_contig_6306 	 31 	 36
PiuraChilensis_v1_contig_6307 	 2 	 2
PiuraChilensis_v1_contig_6308 	 10 	 14
PiuraChilensis_v1_contig_6309 	 5 	 3
PiuraChilensis_v1_contig_631 	 52 	 93
PiuraChilensis_v1_contig_6310 	 25 	 16
PiuraChilensis_v1_contig_6311 	 4 	 10
PiuraChilensis_v1_contig_6312 	 2 	 1
PiuraChilensis_v1_contig_6313 	 3 	 1
PiuraChilensis_v1_contig_6314 	 0 	 7
PiuraChilensis_v1_contig_6315 	 27 	 36
PiuraChilensis_v1_contig_6316 	 0 	 3
PiuraChilensis_v1_contig_6317 	 1 	 4
PiuraChilensis_v1_contig_6318 	 9 	 9
PiuraChilensis_v1_contig_6319 	 14 	 23
PiuraChilensis_v1_contig_632 	 49 	 42
PiuraChilensis_v1_contig_6320 	 12 	 21
PiuraChilensis_v1_contig_6321 	 14 	 21
PiuraChilensis_v1_contig_6322 	 15 	 22
PiuraChilensis_v1_contig_6323 	 25 	 15
PiuraChilensis_v1_contig_6324 	 50 	 33
PiuraChilensis_v1_contig_6325 	 28 	 30
PiuraChilensis_v1_contig_6326 	 31 	 21
PiuraChilensis_v1_contig_6327 	 47 	 16
PiuraChilensis_v1_contig_6328 	 9 	 7
PiuraChilensis_v1_contig_6329 	 6 	 12
PiuraChilensis_v1_contig_633 	 518 	 846
PiuraChilensis_v1_contig_6330 	 3 	 8
PiuraChilensis_v1_contig_6331 	 11 	 14
PiuraChilensis_v1_contig_6332 	 3 	 4
PiuraChilensis_v1_contig_6333 	 5 	 21
PiuraChilensis_v1_contig_6334 	 24 	 16
PiuraChilensis_v1_contig_6335 	 5 	 11
PiuraChilensis_v1_contig_6336 	 7 	 4
PiuraChilensis_v1_contig_6337 	 12 	 16
PiuraChilensis_v1_contig_6338 	 20 	 13
PiuraChilensis_v1_contig_6339 	 17 	 26
PiuraChilensis_v1_contig_634 	 15 	 13
PiuraChilensis_v1_contig_6340 	 18 	 24
PiuraChilensis_v1_contig_6341 	 6 	 7
PiuraChilensis_v1_contig_6342 	 0 	 0
PiuraChilensis_v1_contig_6343 	 29 	 32
PiuraChilensis_v1_contig_6344 	 10 	 16
PiuraChilensis_v1_contig_6345 	 12 	 6
PiuraChilensis_v1_contig_6346 	 26 	 8
PiuraChilensis_v1_contig_6347 	 78 	 56
PiuraChilensis_v1_contig_6348 	 2 	 1
PiuraChilensis_v1_contig_6349 	 1 	 7
PiuraChilensis_v1_contig_635 	 21 	 17
PiuraChilensis_v1_contig_6350 	 3 	 6
PiuraChilensis_v1_contig_6351 	 4 	 7
PiuraChilensis_v1_contig_6352 	 30 	 18
PiuraChilensis_v1_contig_6353 	 5 	 8
PiuraChilensis_v1_contig_6354 	 2 	 1
PiuraChilensis_v1_contig_6355 	 12 	 16
PiuraChilensis_v1_contig_6356 	 11 	 11
PiuraChilensis_v1_contig_6357 	 89 	 74
PiuraChilensis_v1_contig_6358 	 5 	 9
PiuraChilensis_v1_contig_6359 	 1 	 2
PiuraChilensis_v1_contig_636 	 45 	 42
PiuraChilensis_v1_contig_6360 	 5 	 11
PiuraChilensis_v1_contig_6361 	 10 	 19
PiuraChilensis_v1_contig_6362 	 0 	 1
PiuraChilensis_v1_contig_6363 	 13 	 24
PiuraChilensis_v1_contig_6364 	 5 	 5
PiuraChilensis_v1_contig_6365 	 10 	 3
PiuraChilensis_v1_contig_6366 	 7 	 8
PiuraChilensis_v1_contig_6367 	 48 	 22
PiuraChilensis_v1_contig_6368 	 12 	 7
PiuraChilensis_v1_contig_6369 	 23 	 52
PiuraChilensis_v1_contig_637 	 6 	 7
PiuraChilensis_v1_contig_6370 	 11 	 15
PiuraChilensis_v1_contig_6371 	 15 	 16
PiuraChilensis_v1_contig_6372 	 5 	 33
PiuraChilensis_v1_contig_6373 	 10 	 13
PiuraChilensis_v1_contig_6374 	 3 	 1
PiuraChilensis_v1_contig_6375 	 104 	 81
PiuraChilensis_v1_contig_6376 	 11 	 9
PiuraChilensis_v1_contig_6377 	 18 	 32
PiuraChilensis_v1_contig_6378 	 19 	 5
PiuraChilensis_v1_contig_6379 	 1 	 0
PiuraChilensis_v1_contig_638 	 169 	 115
PiuraChilensis_v1_contig_6380 	 28 	 14
PiuraChilensis_v1_contig_6381 	 23 	 18
PiuraChilensis_v1_contig_6382 	 11 	 19
PiuraChilensis_v1_contig_6383 	 11 	 6
PiuraChilensis_v1_contig_6384 	 10 	 12
PiuraChilensis_v1_contig_6385 	 24 	 13
PiuraChilensis_v1_contig_6386 	 2 	 4
PiuraChilensis_v1_contig_6387 	 15 	 15
PiuraChilensis_v1_contig_6388 	 7 	 7
PiuraChilensis_v1_contig_6389 	 10 	 7
PiuraChilensis_v1_contig_639 	 86 	 37
PiuraChilensis_v1_contig_6390 	 15 	 12
PiuraChilensis_v1_contig_6391 	 11 	 10
PiuraChilensis_v1_contig_6392 	 31 	 33
PiuraChilensis_v1_contig_6393 	 11 	 19
PiuraChilensis_v1_contig_6394 	 20 	 23
PiuraChilensis_v1_contig_6395 	 2 	 5
PiuraChilensis_v1_contig_6396 	 13 	 5
PiuraChilensis_v1_contig_6397 	 7 	 6
PiuraChilensis_v1_contig_6398 	 31 	 36
PiuraChilensis_v1_contig_6399 	 0 	 2
PiuraChilensis_v1_contig_64 	 37 	 49
PiuraChilensis_v1_contig_640 	 11 	 9
PiuraChilensis_v1_contig_6400 	 11 	 8
PiuraChilensis_v1_contig_6401 	 11 	 8
PiuraChilensis_v1_contig_6402 	 9 	 22
PiuraChilensis_v1_contig_6403 	 8 	 0
PiuraChilensis_v1_contig_6404 	 11 	 11
PiuraChilensis_v1_contig_6405 	 7 	 8
PiuraChilensis_v1_contig_6406 	 145 	 141
PiuraChilensis_v1_contig_6407 	 1 	 9
PiuraChilensis_v1_contig_6408 	 14 	 14
PiuraChilensis_v1_contig_6409 	 2 	 14
PiuraChilensis_v1_contig_641 	 45 	 34
PiuraChilensis_v1_contig_6410 	 118 	 153
PiuraChilensis_v1_contig_6411 	 8 	 15
PiuraChilensis_v1_contig_6412 	 14 	 14
PiuraChilensis_v1_contig_6413 	 16 	 1
PiuraChilensis_v1_contig_6414 	 31 	 16
PiuraChilensis_v1_contig_6415 	 13 	 10
PiuraChilensis_v1_contig_6416 	 12 	 21
PiuraChilensis_v1_contig_6417 	 40 	 43
PiuraChilensis_v1_contig_6418 	 5 	 14
PiuraChilensis_v1_contig_6419 	 5 	 6
PiuraChilensis_v1_contig_642 	 9 	 15
PiuraChilensis_v1_contig_6420 	 12 	 2
PiuraChilensis_v1_contig_6421 	 11 	 9
PiuraChilensis_v1_contig_6422 	 23 	 11
PiuraChilensis_v1_contig_6423 	 49 	 28
PiuraChilensis_v1_contig_6424 	 12 	 13
PiuraChilensis_v1_contig_6425 	 0 	 7
PiuraChilensis_v1_contig_6426 	 25 	 55
PiuraChilensis_v1_contig_6427 	 7 	 11
PiuraChilensis_v1_contig_6428 	 11 	 8
PiuraChilensis_v1_contig_6429 	 30 	 39
PiuraChilensis_v1_contig_643 	 33 	 52
PiuraChilensis_v1_contig_6430 	 0 	 2
PiuraChilensis_v1_contig_6431 	 4 	 6
PiuraChilensis_v1_contig_6432 	 4 	 0
PiuraChilensis_v1_contig_6433 	 12 	 10
PiuraChilensis_v1_contig_6434 	 17 	 37
PiuraChilensis_v1_contig_6435 	 4 	 19
PiuraChilensis_v1_contig_6436 	 13 	 1
PiuraChilensis_v1_contig_6437 	 0 	 1
PiuraChilensis_v1_contig_6438 	 3 	 10
PiuraChilensis_v1_contig_6439 	 21 	 26
PiuraChilensis_v1_contig_644 	 380 	 204
PiuraChilensis_v1_contig_6440 	 10 	 5
PiuraChilensis_v1_contig_6441 	 1 	 7
PiuraChilensis_v1_contig_6442 	 3 	 1
PiuraChilensis_v1_contig_6443 	 19 	 13
PiuraChilensis_v1_contig_6444 	 7 	 4
PiuraChilensis_v1_contig_6445 	 1 	 2
PiuraChilensis_v1_contig_6446 	 10 	 8
PiuraChilensis_v1_contig_6447 	 80 	 49
PiuraChilensis_v1_contig_6448 	 1 	 4
PiuraChilensis_v1_contig_6449 	 11 	 17
PiuraChilensis_v1_contig_645 	 5 	 7
PiuraChilensis_v1_contig_6450 	 8 	 26
PiuraChilensis_v1_contig_6451 	 38 	 76
PiuraChilensis_v1_contig_6452 	 18 	 18
PiuraChilensis_v1_contig_6453 	 10 	 9
PiuraChilensis_v1_contig_6454 	 25 	 16
PiuraChilensis_v1_contig_6455 	 15 	 5
PiuraChilensis_v1_contig_6456 	 68 	 54
PiuraChilensis_v1_contig_6457 	 2 	 3
PiuraChilensis_v1_contig_6458 	 3 	 1
PiuraChilensis_v1_contig_6459 	 38 	 26
PiuraChilensis_v1_contig_646 	 27 	 50
PiuraChilensis_v1_contig_6460 	 29 	 16
PiuraChilensis_v1_contig_6461 	 4 	 20
PiuraChilensis_v1_contig_6462 	 29 	 34
PiuraChilensis_v1_contig_6463 	 0 	 9
PiuraChilensis_v1_contig_6464 	 3 	 5
PiuraChilensis_v1_contig_6465 	 19 	 18
PiuraChilensis_v1_contig_6466 	 3 	 4
PiuraChilensis_v1_contig_6467 	 7 	 12
PiuraChilensis_v1_contig_6468 	 10 	 9
PiuraChilensis_v1_contig_6469 	 8 	 7
PiuraChilensis_v1_contig_647 	 2 	 14
PiuraChilensis_v1_contig_6470 	 11 	 6
PiuraChilensis_v1_contig_6471 	 6 	 6
PiuraChilensis_v1_contig_6472 	 11 	 27
PiuraChilensis_v1_contig_6473 	 35 	 24
PiuraChilensis_v1_contig_6474 	 2 	 3
PiuraChilensis_v1_contig_6475 	 12 	 8
PiuraChilensis_v1_contig_6476 	 14 	 17
PiuraChilensis_v1_contig_6477 	 17 	 14
PiuraChilensis_v1_contig_6478 	 52 	 63
PiuraChilensis_v1_contig_6479 	 3 	 3
PiuraChilensis_v1_contig_648 	 69 	 79
PiuraChilensis_v1_contig_6480 	 7 	 20
PiuraChilensis_v1_contig_6481 	 2 	 3
PiuraChilensis_v1_contig_6482 	 0 	 5
PiuraChilensis_v1_contig_6483 	 27 	 22
PiuraChilensis_v1_contig_6484 	 8 	 7
PiuraChilensis_v1_contig_6485 	 61 	 21
PiuraChilensis_v1_contig_6486 	 9 	 9
PiuraChilensis_v1_contig_6487 	 7 	 4
PiuraChilensis_v1_contig_6488 	 21 	 46
PiuraChilensis_v1_contig_6489 	 24 	 38
PiuraChilensis_v1_contig_649 	 2 	 5
PiuraChilensis_v1_contig_6490 	 3 	 8
PiuraChilensis_v1_contig_6491 	 3 	 9
PiuraChilensis_v1_contig_6492 	 21 	 29
PiuraChilensis_v1_contig_6493 	 14 	 20
PiuraChilensis_v1_contig_6494 	 6 	 6
PiuraChilensis_v1_contig_6495 	 9 	 20
PiuraChilensis_v1_contig_6496 	 8 	 16
PiuraChilensis_v1_contig_6497 	 0 	 2
PiuraChilensis_v1_contig_6498 	 4 	 9
PiuraChilensis_v1_contig_6499 	 12 	 5
PiuraChilensis_v1_contig_65 	 670 	 164
PiuraChilensis_v1_contig_650 	 87 	 100
PiuraChilensis_v1_contig_6500 	 27 	 23
PiuraChilensis_v1_contig_6501 	 19 	 14
PiuraChilensis_v1_contig_6502 	 19 	 21
PiuraChilensis_v1_contig_6503 	 11 	 21
PiuraChilensis_v1_contig_6504 	 5 	 11
PiuraChilensis_v1_contig_6505 	 5 	 2
PiuraChilensis_v1_contig_6506 	 5 	 5
PiuraChilensis_v1_contig_6507 	 4 	 4
PiuraChilensis_v1_contig_6508 	 6 	 9
PiuraChilensis_v1_contig_6509 	 18 	 11
PiuraChilensis_v1_contig_651 	 6 	 9
PiuraChilensis_v1_contig_6510 	 0 	 2
PiuraChilensis_v1_contig_6511 	 5 	 15
PiuraChilensis_v1_contig_6512 	 28 	 39
PiuraChilensis_v1_contig_6513 	 25 	 22
PiuraChilensis_v1_contig_6514 	 6 	 2
PiuraChilensis_v1_contig_6515 	 21 	 17
PiuraChilensis_v1_contig_6516 	 12 	 10
PiuraChilensis_v1_contig_6517 	 36 	 41
PiuraChilensis_v1_contig_6518 	 23 	 27
PiuraChilensis_v1_contig_6519 	 33 	 42
PiuraChilensis_v1_contig_652 	 48 	 91
PiuraChilensis_v1_contig_6520 	 17 	 22
PiuraChilensis_v1_contig_6521 	 0 	 6
PiuraChilensis_v1_contig_6522 	 23 	 33
PiuraChilensis_v1_contig_6523 	 11 	 15
PiuraChilensis_v1_contig_6524 	 10 	 16
PiuraChilensis_v1_contig_6525 	 10 	 10
PiuraChilensis_v1_contig_6526 	 10 	 12
PiuraChilensis_v1_contig_6527 	 5 	 2
PiuraChilensis_v1_contig_6528 	 16 	 13
PiuraChilensis_v1_contig_6529 	 3 	 1
PiuraChilensis_v1_contig_653 	 62 	 74
PiuraChilensis_v1_contig_6530 	 4 	 7
PiuraChilensis_v1_contig_6531 	 20 	 8
PiuraChilensis_v1_contig_6532 	 37 	 14
PiuraChilensis_v1_contig_6533 	 30 	 34
PiuraChilensis_v1_contig_6534 	 5 	 7
PiuraChilensis_v1_contig_6535 	 24 	 9
PiuraChilensis_v1_contig_6536 	 47 	 24
PiuraChilensis_v1_contig_6537 	 10 	 6
PiuraChilensis_v1_contig_6538 	 4 	 3
PiuraChilensis_v1_contig_6539 	 5 	 4
PiuraChilensis_v1_contig_654 	 176 	 127
PiuraChilensis_v1_contig_6540 	 8 	 8
PiuraChilensis_v1_contig_6541 	 9 	 15
PiuraChilensis_v1_contig_6542 	 11 	 14
PiuraChilensis_v1_contig_6543 	 7 	 5
PiuraChilensis_v1_contig_6544 	 6 	 6
PiuraChilensis_v1_contig_6545 	 42 	 42
PiuraChilensis_v1_contig_6546 	 13 	 31
PiuraChilensis_v1_contig_6547 	 1 	 1
PiuraChilensis_v1_contig_6548 	 54 	 21
PiuraChilensis_v1_contig_6549 	 26 	 18
PiuraChilensis_v1_contig_655 	 26 	 7
PiuraChilensis_v1_contig_6550 	 9 	 5
PiuraChilensis_v1_contig_6551 	 3 	 3
PiuraChilensis_v1_contig_6552 	 60 	 70
PiuraChilensis_v1_contig_6553 	 3 	 14
PiuraChilensis_v1_contig_6554 	 7 	 3
PiuraChilensis_v1_contig_6555 	 6 	 3
PiuraChilensis_v1_contig_6556 	 21 	 13
PiuraChilensis_v1_contig_6557 	 48 	 47
PiuraChilensis_v1_contig_6558 	 0 	 0
PiuraChilensis_v1_contig_6559 	 10 	 11
PiuraChilensis_v1_contig_656 	 47 	 30
PiuraChilensis_v1_contig_6560 	 21 	 7
PiuraChilensis_v1_contig_6561 	 25 	 31
PiuraChilensis_v1_contig_6562 	 16 	 20
PiuraChilensis_v1_contig_6563 	 62 	 55
PiuraChilensis_v1_contig_6564 	 0 	 2
PiuraChilensis_v1_contig_6565 	 6 	 10
PiuraChilensis_v1_contig_6566 	 9 	 15
PiuraChilensis_v1_contig_6567 	 10 	 9
PiuraChilensis_v1_contig_6568 	 19 	 17
PiuraChilensis_v1_contig_6569 	 1 	 3
PiuraChilensis_v1_contig_657 	 158 	 82
PiuraChilensis_v1_contig_6570 	 21 	 33
PiuraChilensis_v1_contig_6571 	 10 	 20
PiuraChilensis_v1_contig_6572 	 3 	 0
PiuraChilensis_v1_contig_6573 	 22 	 30
PiuraChilensis_v1_contig_6574 	 7 	 14
PiuraChilensis_v1_contig_6575 	 4 	 6
PiuraChilensis_v1_contig_6576 	 21 	 23
PiuraChilensis_v1_contig_6577 	 2 	 2
PiuraChilensis_v1_contig_6578 	 2 	 2
PiuraChilensis_v1_contig_6579 	 19 	 16
PiuraChilensis_v1_contig_658 	 161 	 182
PiuraChilensis_v1_contig_6580 	 5 	 12
PiuraChilensis_v1_contig_6581 	 21 	 11
PiuraChilensis_v1_contig_6582 	 31 	 47
PiuraChilensis_v1_contig_6583 	 14 	 14
PiuraChilensis_v1_contig_6584 	 11 	 1
PiuraChilensis_v1_contig_6585 	 3 	 11
PiuraChilensis_v1_contig_6586 	 10 	 14
PiuraChilensis_v1_contig_6587 	 40 	 32
PiuraChilensis_v1_contig_6588 	 5 	 25
PiuraChilensis_v1_contig_6589 	 0 	 4
PiuraChilensis_v1_contig_659 	 4 	 8
PiuraChilensis_v1_contig_6590 	 17 	 22
PiuraChilensis_v1_contig_6591 	 9 	 7
PiuraChilensis_v1_contig_6592 	 1 	 9
PiuraChilensis_v1_contig_6593 	 47 	 20
PiuraChilensis_v1_contig_6594 	 3 	 8
PiuraChilensis_v1_contig_6595 	 2 	 2
PiuraChilensis_v1_contig_6596 	 16 	 8
PiuraChilensis_v1_contig_6597 	 5 	 12
PiuraChilensis_v1_contig_6598 	 7 	 16
PiuraChilensis_v1_contig_6599 	 9 	 8
PiuraChilensis_v1_contig_66 	 33 	 44
PiuraChilensis_v1_contig_660 	 139 	 119
PiuraChilensis_v1_contig_6600 	 6 	 2
PiuraChilensis_v1_contig_6601 	 0 	 7
PiuraChilensis_v1_contig_6602 	 5 	 6
PiuraChilensis_v1_contig_6603 	 22 	 15
PiuraChilensis_v1_contig_6604 	 31 	 25
PiuraChilensis_v1_contig_6605 	 8 	 6
PiuraChilensis_v1_contig_6606 	 23 	 12
PiuraChilensis_v1_contig_6607 	 6 	 8
PiuraChilensis_v1_contig_6608 	 4 	 5
PiuraChilensis_v1_contig_6609 	 2 	 6
PiuraChilensis_v1_contig_661 	 152 	 150
PiuraChilensis_v1_contig_6610 	 10 	 15
PiuraChilensis_v1_contig_6611 	 18 	 18
PiuraChilensis_v1_contig_6612 	 2 	 7
PiuraChilensis_v1_contig_6613 	 1 	 0
PiuraChilensis_v1_contig_6614 	 14 	 10
PiuraChilensis_v1_contig_6615 	 11 	 4
PiuraChilensis_v1_contig_6616 	 5 	 5
PiuraChilensis_v1_contig_6617 	 12 	 13
PiuraChilensis_v1_contig_6618 	 4 	 4
PiuraChilensis_v1_contig_6619 	 2 	 0
PiuraChilensis_v1_contig_662 	 67 	 567
PiuraChilensis_v1_contig_6620 	 6 	 17
PiuraChilensis_v1_contig_6621 	 0 	 1
PiuraChilensis_v1_contig_6622 	 0 	 4
PiuraChilensis_v1_contig_6623 	 0 	 4
PiuraChilensis_v1_contig_6624 	 58 	 82
PiuraChilensis_v1_contig_6625 	 30 	 18
PiuraChilensis_v1_contig_6626 	 7 	 3
PiuraChilensis_v1_contig_6627 	 1 	 2
PiuraChilensis_v1_contig_6628 	 40 	 31
PiuraChilensis_v1_contig_6629 	 9 	 22
PiuraChilensis_v1_contig_663 	 3 	 6
PiuraChilensis_v1_contig_6630 	 0 	 14
PiuraChilensis_v1_contig_6631 	 7 	 5
PiuraChilensis_v1_contig_6632 	 13 	 17
PiuraChilensis_v1_contig_6633 	 13 	 11
PiuraChilensis_v1_contig_6634 	 12 	 9
PiuraChilensis_v1_contig_6635 	 10 	 14
PiuraChilensis_v1_contig_6636 	 8 	 8
PiuraChilensis_v1_contig_6637 	 56 	 41
PiuraChilensis_v1_contig_6638 	 30 	 22
PiuraChilensis_v1_contig_6639 	 0 	 6
PiuraChilensis_v1_contig_664 	 5 	 22
PiuraChilensis_v1_contig_6640 	 3 	 5
PiuraChilensis_v1_contig_6641 	 2 	 8
PiuraChilensis_v1_contig_6642 	 12 	 12
PiuraChilensis_v1_contig_6643 	 8 	 13
PiuraChilensis_v1_contig_6644 	 11 	 14
PiuraChilensis_v1_contig_6645 	 4 	 1
PiuraChilensis_v1_contig_6646 	 2 	 9
PiuraChilensis_v1_contig_6647 	 6 	 6
PiuraChilensis_v1_contig_6648 	 16 	 14
PiuraChilensis_v1_contig_6649 	 3 	 10
PiuraChilensis_v1_contig_665 	 75 	 101
PiuraChilensis_v1_contig_6650 	 7 	 8
PiuraChilensis_v1_contig_6651 	 37 	 14
PiuraChilensis_v1_contig_6652 	 11 	 14
PiuraChilensis_v1_contig_6653 	 9 	 10
PiuraChilensis_v1_contig_6654 	 10 	 10
PiuraChilensis_v1_contig_6655 	 16 	 24
PiuraChilensis_v1_contig_6656 	 7 	 14
PiuraChilensis_v1_contig_6657 	 0 	 6
PiuraChilensis_v1_contig_6658 	 2 	 4
PiuraChilensis_v1_contig_6659 	 11 	 9
PiuraChilensis_v1_contig_666 	 31 	 46
PiuraChilensis_v1_contig_6660 	 34 	 35
PiuraChilensis_v1_contig_6661 	 99 	 58
PiuraChilensis_v1_contig_6662 	 8 	 6
PiuraChilensis_v1_contig_6663 	 13 	 16
PiuraChilensis_v1_contig_6664 	 1 	 4
PiuraChilensis_v1_contig_6665 	 2 	 3
PiuraChilensis_v1_contig_6666 	 21 	 5
PiuraChilensis_v1_contig_6667 	 22 	 20
PiuraChilensis_v1_contig_6668 	 5 	 16
PiuraChilensis_v1_contig_6669 	 2 	 16
PiuraChilensis_v1_contig_667 	 43 	 46
PiuraChilensis_v1_contig_6670 	 5 	 8
PiuraChilensis_v1_contig_6671 	 13 	 19
PiuraChilensis_v1_contig_6672 	 2 	 3
PiuraChilensis_v1_contig_6673 	 13 	 6
PiuraChilensis_v1_contig_6674 	 34 	 38
PiuraChilensis_v1_contig_6675 	 10 	 31
PiuraChilensis_v1_contig_6676 	 36 	 53
PiuraChilensis_v1_contig_6677 	 13 	 6
PiuraChilensis_v1_contig_6678 	 3 	 0
PiuraChilensis_v1_contig_6679 	 3 	 3
PiuraChilensis_v1_contig_668 	 0 	 1
PiuraChilensis_v1_contig_6680 	 5 	 23
PiuraChilensis_v1_contig_6681 	 1 	 9
PiuraChilensis_v1_contig_6682 	 4 	 6
PiuraChilensis_v1_contig_6683 	 8 	 5
PiuraChilensis_v1_contig_6684 	 0 	 0
PiuraChilensis_v1_contig_6685 	 0 	 4
PiuraChilensis_v1_contig_6686 	 0 	 5
PiuraChilensis_v1_contig_6687 	 2 	 5
PiuraChilensis_v1_contig_6688 	 11 	 18
PiuraChilensis_v1_contig_6689 	 0 	 7
PiuraChilensis_v1_contig_669 	 37 	 40
PiuraChilensis_v1_contig_6690 	 17 	 22
PiuraChilensis_v1_contig_6691 	 13 	 11
PiuraChilensis_v1_contig_6692 	 48 	 21
PiuraChilensis_v1_contig_6693 	 23 	 3
PiuraChilensis_v1_contig_6694 	 6 	 7
PiuraChilensis_v1_contig_6695 	 8 	 6
PiuraChilensis_v1_contig_6696 	 13 	 7
PiuraChilensis_v1_contig_6697 	 9 	 3
PiuraChilensis_v1_contig_6698 	 5 	 4
PiuraChilensis_v1_contig_6699 	 23 	 22
PiuraChilensis_v1_contig_67 	 70 	 70
PiuraChilensis_v1_contig_670 	 14 	 29
PiuraChilensis_v1_contig_6700 	 18 	 10
PiuraChilensis_v1_contig_6701 	 15 	 13
PiuraChilensis_v1_contig_6702 	 5 	 9
PiuraChilensis_v1_contig_6703 	 0 	 4
PiuraChilensis_v1_contig_6704 	 14 	 21
PiuraChilensis_v1_contig_6705 	 9 	 7
PiuraChilensis_v1_contig_6706 	 13 	 7
PiuraChilensis_v1_contig_6707 	 4 	 11
PiuraChilensis_v1_contig_6708 	 4 	 7
PiuraChilensis_v1_contig_6709 	 34 	 43
PiuraChilensis_v1_contig_671 	 106 	 136
PiuraChilensis_v1_contig_6710 	 16 	 29
PiuraChilensis_v1_contig_6711 	 4 	 9
PiuraChilensis_v1_contig_6712 	 5 	 9
PiuraChilensis_v1_contig_6713 	 3 	 10
PiuraChilensis_v1_contig_6714 	 12 	 21
PiuraChilensis_v1_contig_6715 	 27 	 21
PiuraChilensis_v1_contig_6716 	 17 	 40
PiuraChilensis_v1_contig_6717 	 24 	 11
PiuraChilensis_v1_contig_6718 	 10 	 9
PiuraChilensis_v1_contig_6719 	 21 	 12
PiuraChilensis_v1_contig_672 	 48 	 49
PiuraChilensis_v1_contig_6720 	 15 	 16
PiuraChilensis_v1_contig_6721 	 50 	 17
PiuraChilensis_v1_contig_6722 	 7 	 11
PiuraChilensis_v1_contig_6723 	 2 	 11
PiuraChilensis_v1_contig_6724 	 4 	 2
PiuraChilensis_v1_contig_6725 	 0 	 2
PiuraChilensis_v1_contig_6726 	 10 	 10
PiuraChilensis_v1_contig_6727 	 5 	 10
PiuraChilensis_v1_contig_6728 	 17 	 13
PiuraChilensis_v1_contig_6729 	 8 	 3
PiuraChilensis_v1_contig_673 	 31 	 27
PiuraChilensis_v1_contig_6730 	 37 	 34
PiuraChilensis_v1_contig_6731 	 6 	 6
PiuraChilensis_v1_contig_6732 	 9 	 9
PiuraChilensis_v1_contig_6733 	 25 	 9
PiuraChilensis_v1_contig_6734 	 44 	 39
PiuraChilensis_v1_contig_6735 	 20 	 1
PiuraChilensis_v1_contig_6736 	 87 	 63
PiuraChilensis_v1_contig_6737 	 4 	 9
PiuraChilensis_v1_contig_6738 	 5 	 8
PiuraChilensis_v1_contig_6739 	 8 	 3
PiuraChilensis_v1_contig_674 	 5 	 16
